2025/07/27 15:56:14 🚀 启动分布式缓存节点: node2
2025/07/27 15:56:14 📡 监听地址: :8002
2025/07/27 15:56:14 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/27 15:56:14 🌐 启动集群管理器，节点ID: node2
2025/07/27 15:56:14 🚀 启动分布式缓存节点: node2
2025/07/27 15:56:14 📡 监听地址: localhost:8002
2025/07/27 15:56:14 🌐 集群节点数: 3
2025/07/27 15:56:16 ✅ 成功通知节点 localhost:8001 关于节点加入
2025/07/27 15:56:16 ⚠️ 通知节点加入失败 localhost:8003: Post "http://localhost:8003/internal/cluster/join": dial tcp 127.0.0.1:8003: connect: connection refused
2025/07/27 15:56:19 🔄 开始添加节点到集群: node3 (localhost:8003)
2025/07/27 15:56:19 ➕ 添加节点到集群: node3 (localhost:8003)
2025/07/27 15:56:19 🔄 开始网络数据迁移到节点: node3 (localhost:8003)
2025/07/27 15:56:19 ✅ 网络数据迁移完成: 迁移了 0 个key到节点 node3
2025/07/27 15:56:19 ⚠️ 跳过不健康的节点: node3
2025/07/27 15:56:19 ⚠️ 跳过不健康的节点: node1
2025/07/27 15:56:19 ✅ 节点添加完成: node3
[GIN] 2025/07/27 - 15:56:19 | 200 |     432.214µs |       127.0.0.1 | POST     "/internal/cluster/join"
[GIN] 2025/07/27 - 15:56:28 | 200 |       9.562µs |       127.0.0.1 | GET      "/api/v1/cache/batch:1"
[GIN] 2025/07/27 - 15:56:28 | 200 |      11.555µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:0"
[GIN] 2025/07/27 - 15:56:28 | 200 |      90.993µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:1"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.858µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:3"
[GIN] 2025/07/27 - 15:56:28 | 200 |      92.834µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:4"
[GIN] 2025/07/27 - 15:56:28 | 200 |      10.664µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:5"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.587µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:7"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.689µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:10"
[GIN] 2025/07/27 - 15:56:28 | 200 |      20.443µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:12"
[GIN] 2025/07/27 - 15:56:28 | 200 |     196.401µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:13"
[GIN] 2025/07/27 - 15:56:28 | 200 |      17.243µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:14"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.857µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:15"
[GIN] 2025/07/27 - 15:56:28 | 200 |     161.495µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:16"
[GIN] 2025/07/27 - 15:56:28 | 200 |     182.171µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:19"
[GIN] 2025/07/27 - 15:56:28 | 200 |      24.802µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:20"
[GIN] 2025/07/27 - 15:56:28 | 200 |      15.802µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:22"
[GIN] 2025/07/27 - 15:56:28 | 200 |      11.467µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:24"
[GIN] 2025/07/27 - 15:56:28 | 200 |     176.292µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:25"
[GIN] 2025/07/27 - 15:56:28 | 200 |      20.734µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:26"
[GIN] 2025/07/27 - 15:56:28 | 200 |     196.308µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:28"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.416µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:29"
[GIN] 2025/07/27 - 15:56:28 | 200 |       9.897µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:30"
[GIN] 2025/07/27 - 15:56:28 | 200 |     149.966µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:31"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.748µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:33"
[GIN] 2025/07/27 - 15:56:28 | 200 |     224.786µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:34"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.856µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:36"
[GIN] 2025/07/27 - 15:56:28 | 200 |     175.208µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:37"
[GIN] 2025/07/27 - 15:56:28 | 200 |      19.372µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:38"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.486µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:40"
[GIN] 2025/07/27 - 15:56:28 | 200 |     236.787µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:43"
[GIN] 2025/07/27 - 15:56:28 | 200 |      20.113µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:44"
[GIN] 2025/07/27 - 15:56:28 | 200 |       222.6µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:46"
[GIN] 2025/07/27 - 15:56:28 | 200 |      19.909µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:48"
[GIN] 2025/07/27 - 15:56:28 | 200 |     224.244µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:49"
[GIN] 2025/07/27 - 15:56:28 | 200 |      13.145µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:52"
[GIN] 2025/07/27 - 15:56:28 | 200 |      13.749µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:55"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.964µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:56"
[GIN] 2025/07/27 - 15:56:28 | 200 |       22.74µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:57"
[GIN] 2025/07/27 - 15:56:28 | 200 |     154.285µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:58"
[GIN] 2025/07/27 - 15:56:28 | 200 |     211.862µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:61"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.496µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:62"
[GIN] 2025/07/27 - 15:56:28 | 200 |     206.019µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:64"
[GIN] 2025/07/27 - 15:56:28 | 200 |     156.117µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:67"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.157µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:70"
[GIN] 2025/07/27 - 15:56:28 | 200 |     165.698µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:73"
[GIN] 2025/07/27 - 15:56:28 | 200 |     148.882µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:76"
[GIN] 2025/07/27 - 15:56:28 | 200 |      23.626µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:79"
[GIN] 2025/07/27 - 15:56:28 | 200 |      15.906µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:80"
[GIN] 2025/07/27 - 15:56:28 | 200 |     182.393µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:82"
[GIN] 2025/07/27 - 15:56:28 | 200 |       16.83µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:85"
[GIN] 2025/07/27 - 15:56:28 | 200 |     199.143µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:88"
[GIN] 2025/07/27 - 15:56:28 | 200 |      19.128µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:89"
[GIN] 2025/07/27 - 15:56:28 | 200 |     220.243µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:91"
[GIN] 2025/07/27 - 15:56:28 | 200 |      13.777µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:94"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.108µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:97"
[GIN] 2025/07/27 - 15:56:28 | 200 |     196.309µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:100"
[GIN] 2025/07/27 - 15:56:28 | 200 |      20.728µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:102"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.998µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:103"
[GIN] 2025/07/27 - 15:56:28 | 200 |     183.198µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:106"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.048µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:107"
[GIN] 2025/07/27 - 15:56:28 | 200 |     163.274µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:109"
[GIN] 2025/07/27 - 15:56:28 | 200 |       16.96µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:110"
[GIN] 2025/07/27 - 15:56:28 | 200 |     435.065µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:112"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.491µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:114"
[GIN] 2025/07/27 - 15:56:28 | 200 |     177.235µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:115"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.101µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:116"
[GIN] 2025/07/27 - 15:56:28 | 200 |      10.147µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:117"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.287µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:118"
[GIN] 2025/07/27 - 15:56:28 | 200 |      13.062µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:120"
[GIN] 2025/07/27 - 15:56:28 | 200 |     170.457µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:121"
[GIN] 2025/07/27 - 15:56:28 | 200 |      166.07µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:124"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.867µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:125"
[GIN] 2025/07/27 - 15:56:28 | 200 |     164.993µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:127"
[GIN] 2025/07/27 - 15:56:28 | 200 |       9.626µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:129"
[GIN] 2025/07/27 - 15:56:28 | 200 |     145.241µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:130"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.563µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:131"
[GIN] 2025/07/27 - 15:56:28 | 200 |     163.713µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:133"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.286µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:135"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.972µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:136"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.654µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:137"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.091µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:139"
[GIN] 2025/07/27 - 15:56:28 | 200 |     147.754µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:142"
[GIN] 2025/07/27 - 15:56:28 | 200 |     159.498µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:145"
[GIN] 2025/07/27 - 15:56:28 | 200 |     171.455µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:148"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.319µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:149"
[GIN] 2025/07/27 - 15:56:28 | 200 |     163.363µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:151"
[GIN] 2025/07/27 - 15:56:28 | 200 |       13.96µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:152"
[GIN] 2025/07/27 - 15:56:28 | 200 |     144.052µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:154"
[GIN] 2025/07/27 - 15:56:28 | 200 |      227.73µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:157"
[GIN] 2025/07/27 - 15:56:28 | 200 |     172.759µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:160"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.106µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:163"
[GIN] 2025/07/27 - 15:56:28 | 200 |      13.782µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:165"
[GIN] 2025/07/27 - 15:56:28 | 200 |       9.482µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:166"
[GIN] 2025/07/27 - 15:56:28 | 200 |     151.045µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:169"
[GIN] 2025/07/27 - 15:56:28 | 200 |     161.097µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:172"
[GIN] 2025/07/27 - 15:56:28 | 200 |       12.81µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:173"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.603µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:175"
[GIN] 2025/07/27 - 15:56:28 | 200 |      15.081µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:176"
[GIN] 2025/07/27 - 15:56:28 | 200 |      10.584µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:177"
[GIN] 2025/07/27 - 15:56:28 | 200 |     164.867µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:178"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.197µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:179"
[GIN] 2025/07/27 - 15:56:28 | 200 |      13.574µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:180"
[GIN] 2025/07/27 - 15:56:28 | 200 |     165.778µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:181"
[GIN] 2025/07/27 - 15:56:28 | 200 |       8.751µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:182"
[GIN] 2025/07/27 - 15:56:28 | 200 |      10.638µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:183"
[GIN] 2025/07/27 - 15:56:28 | 200 |     147.246µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:184"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.872µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:186"
[GIN] 2025/07/27 - 15:56:28 | 200 |         160µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:187"
[GIN] 2025/07/27 - 15:56:28 | 200 |      13.436µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:188"
[GIN] 2025/07/27 - 15:56:28 | 200 |     183.382µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:190"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.131µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:193"
[GIN] 2025/07/27 - 15:56:28 | 200 |      19.626µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:194"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.537µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:196"
[GIN] 2025/07/27 - 15:56:28 | 200 |      17.794µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:197"
[GIN] 2025/07/27 - 15:56:28 | 200 |      17.076µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:198"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.258µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:199"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.278µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:200"
[GIN] 2025/07/27 - 15:56:28 | 200 |       9.825µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:201"
[GIN] 2025/07/27 - 15:56:28 | 200 |       10.72µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:202"
[GIN] 2025/07/27 - 15:56:28 | 200 |     161.933µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:205"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.075µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:206"
[GIN] 2025/07/27 - 15:56:28 | 200 |     229.601µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:208"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.529µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:210"
[GIN] 2025/07/27 - 15:56:28 | 200 |     204.933µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:211"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.032µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:212"
[GIN] 2025/07/27 - 15:56:28 | 200 |      10.172µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:214"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.003µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:216"
[GIN] 2025/07/27 - 15:56:28 | 200 |     195.467µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:217"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.436µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:218"
[GIN] 2025/07/27 - 15:56:28 | 200 |      15.536µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:220"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.497µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:222"
[GIN] 2025/07/27 - 15:56:28 | 200 |     150.292µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:223"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.926µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:226"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.371µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:229"
[GIN] 2025/07/27 - 15:56:28 | 200 |      22.542µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:231"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.825µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:232"
[GIN] 2025/07/27 - 15:56:28 | 200 |      234.45µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:235"
[GIN] 2025/07/27 - 15:56:28 | 200 |      22.188µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:237"
[GIN] 2025/07/27 - 15:56:28 | 200 |      19.905µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:238"
[GIN] 2025/07/27 - 15:56:28 | 200 |     193.855µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:241"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.962µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:242"
[GIN] 2025/07/27 - 15:56:28 | 200 |     179.251µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:244"
[GIN] 2025/07/27 - 15:56:28 | 200 |        17.1µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:245"
[GIN] 2025/07/27 - 15:56:28 | 200 |     184.876µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:247"
[GIN] 2025/07/27 - 15:56:28 | 200 |      22.046µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:248"
[GIN] 2025/07/27 - 15:56:28 | 200 |      21.579µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:250"
[GIN] 2025/07/27 - 15:56:28 | 200 |     216.947µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:253"
[GIN] 2025/07/27 - 15:56:28 | 200 |      17.651µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:254"
[GIN] 2025/07/27 - 15:56:28 | 200 |      19.667µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:255"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.654µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:256"
[GIN] 2025/07/27 - 15:56:28 | 200 |      15.135µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:258"
[GIN] 2025/07/27 - 15:56:28 | 200 |      20.235µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:259"
[GIN] 2025/07/27 - 15:56:28 | 200 |      11.085µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:260"
[GIN] 2025/07/27 - 15:56:28 | 200 |      17.975µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:262"
[GIN] 2025/07/27 - 15:56:28 | 200 |     219.965µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:265"
[GIN] 2025/07/27 - 15:56:28 | 200 |      17.662µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:267"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.972µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:268"
[GIN] 2025/07/27 - 15:56:28 | 200 |     214.391µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:271"
[GIN] 2025/07/27 - 15:56:28 | 200 |      17.369µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:274"
[GIN] 2025/07/27 - 15:56:28 | 200 |      20.369µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:275"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.827µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:276"
[GIN] 2025/07/27 - 15:56:28 | 200 |     207.267µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:277"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.096µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:278"
[GIN] 2025/07/27 - 15:56:28 | 200 |     163.752µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:280"
[GIN] 2025/07/27 - 15:56:28 | 200 |      15.674µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:281"
[GIN] 2025/07/27 - 15:56:28 | 200 |      18.408µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:283"
[GIN] 2025/07/27 - 15:56:28 | 200 |      14.736µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:285"
[GIN] 2025/07/27 - 15:56:28 | 200 |     174.612µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:286"
[GIN] 2025/07/27 - 15:56:28 | 200 |     201.729µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:289"
[GIN] 2025/07/27 - 15:56:28 | 200 |      12.142µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:290"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.714µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:291"
[GIN] 2025/07/27 - 15:56:28 | 200 |     165.641µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:292"
[GIN] 2025/07/27 - 15:56:28 | 200 |      16.656µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:293"
[GIN] 2025/07/27 - 15:56:28 | 200 |     212.483µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:295"
